"日期","收盘","开盘","高","低","交易量","涨跌幅"
"2009年12月9日","17.158","17.660","17.850","17.120","0.28K","-3.53%"
"2009年12月8日","17.785","18.280","18.280","17.550","0.23K","-3.01%"
"2009年12月7日","18.336","18.360","18.540","17.905","0.50K","-0.99%"
"2009年12月6日","18.520","18.538","18.565","18.330","-","0.13%"
"2009年12月4日","18.496","18.750","18.820","18.300","0.44K","-3.17%"
"2009年12月3日","19.102","19.210","19.415","18.830","1.72K","-1.00%"
"2009年12月2日","19.295","19.160","19.420","19.125","1.12K","0.60%"
"2009年12月1日","19.180","18.470","19.260","18.400","1.51K","3.70%"
"2009年11月30日","18.495","18.345","18.520","18.110","4.18K","1.11%"
"2009年11月29日","18.292","18.343","18.493","18.170","-","-0.05%"
"2009年11月27日","18.302","18.845","18.900","17.700","29.24K","-1.18%"
"2009年11月26日","18.520","18.850","18.900","18.453","-","-1.31%"
"2009年11月25日","18.766","18.766","18.766","18.766","-","1.72%"
"2009年11月24日","18.448","18.448","18.448","18.448","-","-0.83%"
"2009年11月23日","18.603","18.670","18.670","18.670","0.00K","-0.33%"
"2009年11月22日","18.665","18.515","18.693","18.515","-","1.26%"
"2009年11月20日","18.433","18.433","18.433","18.433","-","-0.08%"
"2009年11月19日","18.447","18.515","18.515","18.405","0.00K","0.22%"
"2009年11月18日","18.407","18.595","18.595","18.595","0.00K","0.16%"
"2009年11月17日","18.377","18.377","18.377","18.377","0.00K","-0.07%"
"2009年11月16日","18.390","18.000","18.260","18.000","0.00K","4.19%"
"2009年11月15日","17.650","17.445","17.653","17.445","-","1.61%"
"2009年11月13日","17.370","17.085","17.300","17.085","0.01K","0.67%"
"2009年11月12日","17.255","17.645","17.645","17.195","0.01K","-1.55%"
"2009年11月11日","17.527","17.530","17.530","17.530","0.00K","1.83%"
"2009年11月10日","17.212","17.220","17.220","17.220","0.00K","-1.48%"
"2009年11月9日","17.470","17.645","17.700","17.620","0.08K","0.03%"
"2009年11月8日","17.465","17.390","17.493","17.390","-","0.58%"
"2009年11月6日","17.365","17.395","17.400","17.395","0.00K","-0.20%"
"2009年11月5日","17.400","17.395","17.395","17.395","0.01K","0.03%"
"2009年11月4日","17.395","17.480","17.490","17.435","0.01K","1.30%"
"2009年11月3日","17.171","16.930","16.945","16.885","0.01K","4.50%"
"2009年11月2日","16.431","16.431","16.431","16.431","0.04K","0.58%"
"2009年11月1日","16.337","16.322","16.352","16.280","-","0.56%"
"2009年10月30日","16.246","16.246","16.246","16.246","0.07K","-2.40%"
"2009年10月29日","16.646","16.646","16.646","16.646","0.00K","2.56%"
"2009年10月28日","16.231","16.231","16.231","16.231","-","-1.81%"
"2009年10月27日","16.531","16.920","16.920","16.910","0.01K","-3.24%"
"2009年10月26日","17.084","17.390","17.390","17.390","0.01K","-3.11%"
"2009年10月25日","17.633","17.697","17.752","17.633","-","-0.44%"
"2009年10月23日","17.711","17.535","17.535","17.535","0.20K","1.03%"
"2009年10月22日","17.530","17.530","17.530","17.530","0.00K","-1.57%"
"2009年10月21日","17.810","17.810","17.810","17.810","-","1.52%"
"2009年10月20日","17.543","17.543","17.543","17.543","-","-0.38%"
"2009年10月19日","17.610","17.610","17.610","17.610","-","0.80%"
"2009年10月18日","17.470","17.487","17.555","17.443","-","0.37%"
"2009年10月16日","17.405","17.405","17.405","17.405","-","0.03%"
"2009年10月15日","17.400","17.650","17.650","17.650","0.00K","-2.76%"
"2009年10月14日","17.893","17.893","17.893","17.893","0.00K","0.38%"
"2009年10月13日","17.825","17.845","17.845","17.665","0.00K","0.11%"
"2009年10月12日","17.805","17.845","17.845","17.790","0.00K","0.74%"
"2009年10月9日","17.675","17.665","17.675","17.590","0.01K","-0.70%"
"2009年10月8日","17.800","17.800","17.800","17.800","-","1.84%"
"2009年10月7日","17.478","17.330","17.535","17.330","0.00K","1.19%"
"2009年10月6日","17.273","16.990","17.370","16.990","0.00K","4.60%"
"2009年10月5日","16.513","16.190","16.205","16.165","0.00K","1.88%"
"2009年10月2日","16.208","16.270","16.475","16.035","0.01K","-1.28%"
"2009年10月1日","16.418","16.590","16.630","16.590","0.00K","-1.31%"
"2009年9月30日","16.636","16.400","16.445","16.400","0.03K","2.97%"
"2009年9月29日","16.156","16.065","16.190","16.065","0.02K","-0.11%"
"2009年9月28日","16.173","16.050","16.275","16.035","0.03K","0.84%"
"2009年9月25日","16.038","16.200","16.700","16.000","0.05K","-1.44%"
"2009年9月24日","16.273","16.775","16.775","16.260","0.04K","-3.64%"
"2009年9月23日","16.888","17.160","17.160","16.700","0.01K","-1.20%"
"2009年9月22日","17.093","17.080","17.275","16.700","0.04K","1.39%"
"2009年9月21日","16.858","16.700","16.830","16.650","0.09K","-1.09%"
"2009年9月18日","17.043","17.125","17.550","17.050","0.09K","-1.16%"
"2009年9月17日","17.243","17.550","17.555","17.295","0.12K","-0.95%"
"2009年9月16日","17.408","17.220","17.380","16.530","0.07K","2.53%"
"2009年9月15日","16.978","16.550","17.040","16.530","0.16K","2.27%"
"2009年9月14日","16.601","16.530","16.575","16.395","0.04K","-0.45%"
"2009年9月11日","16.676","16.720","16.965","16.225","0.14K","0.16%"
"2009年9月10日","16.650","16.225","16.685","16.115","0.12K","1.26%"
"2009年9月9日","16.443","16.500","16.680","16.225","0.42K","-0.27%"
"2009年9月8日","16.488","16.315","16.790","16.310","0.16K","1.38%"
"2009年9月4日","16.263","16.110","16.300","15.825","0.16K","-0.03%"
"2009年9月3日","16.268","15.405","16.260","15.380","0.82K","6.05%"
"2009年9月2日","15.340","14.950","15.450","14.850","0.66K","2.03%"
"2009年9月1日","15.035","14.885","15.065","14.650","1.08K","0.92%"
"2009年8月31日","14.898","14.740","14.920","14.535","2.34K","0.77%"
"2009年8月28日","14.784","14.270","14.865","14.265","17.16K","4.00%"
"2009年8月27日","14.216","14.185","14.185","14.160","0.01K","-0.25%"
"2009年8月26日","14.251","14.335","14.335","14.260","0.00K","-0.38%"
"2009年8月25日","14.306","14.195","14.195","14.195","0.01K","0.81%"
"2009年8月24日","14.191","14.155","14.155","14.155","0.01K","0.22%"
"2009年8月21日","14.160","13.980","14.260","13.980","0.00K","2.05%"
"2009年8月20日","13.876","13.900","13.900","13.900","0.09K","0.04%"
"2009年8月19日","13.871","13.610","13.610","13.610","0.00K","-0.61%"
"2009年8月18日","13.956","13.956","13.956","13.956","-","-0.11%"
"2009年8月17日","13.971","13.971","13.971","13.971","-","-5.06%"
"2009年8月14日","14.715","15.100","15.100","15.100","0.00K","-1.77%"
"2009年8月13日","14.980","14.550","14.980","14.530","0.01K","2.76%"
"2009年8月12日","14.578","14.470","14.600","14.470","0.04K","1.67%"
"2009年8月11日","14.338","14.450","14.450","14.450","0.00K","-0.07%"
"2009年8月10日","14.348","14.348","14.348","14.348","-","-2.13%"
"2009年8月7日","14.661","14.615","14.710","14.610","0.01K","0.16%"
"2009年8月6日","14.638","14.765","14.910","14.640","0.01K","-0.78%"
"2009年8月5日","14.753","14.765","14.770","14.765","0.01K","0.44%"
"2009年8月4日","14.688","14.190","14.630","14.190","0.01K","3.11%"
"2009年8月3日","14.245","14.020","14.350","14.020","0.01K","2.24%"
"2009年7月31日","13.933","13.915","13.915","13.915","0.00K","3.38%"
"2009年7月30日","13.478","13.405","13.525","13.405","0.03K","1.70%"
"2009年7月29日","13.253","13.550","13.610","13.265","0.04K","-3.51%"
"2009年7月28日","13.735","13.990","13.990","13.645","0.02K","-1.79%"
"2009年7月27日","13.985","13.895","14.050","13.895","0.06K","0.83%"
"2009年7月24日","13.870","13.745","13.820","13.745","0.02K","0.76%"
"2009年7月23日","13.765","13.765","13.765","13.765","0.01K","0.51%"
"2009年7月22日","13.695","13.620","13.730","13.610","0.04K","1.65%"
"2009年7月21日","13.473","13.630","13.630","13.475","0.04K","-1.08%"
"2009年7月20日","13.620","13.450","13.725","13.450","0.04K","1.66%"
"2009年7月17日","13.398","13.260","13.395","13.075","0.04K","1.27%"
"2009年7月16日","13.230","13.200","13.245","13.185","0.08K","0.20%"
"2009年7月15日","13.203","13.115","13.335","13.115","0.08K","2.71%"
"2009年7月14日","12.855","12.830","12.970","12.830","0.12K","0.55%"
"2009年7月13日","12.785","12.665","12.845","12.480","0.28K","1.17%"
"2009年7月10日","12.637","12.820","12.820","12.575","0.15K","-2.22%"
"2009年7月9日","12.924","12.840","12.900","12.785","0.14K","0.65%"
"2009年7月8日","12.841","13.070","13.090","12.785","0.21K","-2.79%"
"2009年7月7日","13.209","13.310","13.350","13.080","0.14K","-0.14%"
"2009年7月6日","13.227","13.390","13.450","13.010","0.60K","-1.24%"
"2009年7月2日","13.393","13.740","13.740","13.280","0.62K","-2.53%"
"2009年7月1日","13.740","13.600","13.850","13.590","1.07K","1.22%"
"2009年6月30日","13.574","13.860","14.125","13.435","2.19K","-2.67%"
"2009年6月29日","13.947","14.080","14.110","13.810","11.11K","-1.20%"
"2009年6月26日","14.117","14.165","14.165","14.165","0.00K","0.88%"
"2009年6月25日","13.994","13.994","13.994","13.994","-","0.68%"
"2009年6月24日","13.899","13.899","13.899","13.899","-","0.47%"
"2009年6月23日","13.834","13.720","13.720","13.720","0.00K","1.02%"
"2009年6月22日","13.694","13.694","13.694","13.694","0.02K","-3.49%"
"2009年6月19日","14.189","14.189","14.189","14.189","-","-0.28%"
"2009年6月18日","14.229","14.229","14.229","14.229","-","-0.28%"
"2009年6月17日","14.269","14.255","14.255","14.255","0.16K","1.06%"
"2009年6月16日","14.120","14.235","14.235","14.170","0.03K","0.71%"
"2009年6月15日","14.020","14.665","14.680","14.165","0.20K","-5.68%"
"2009年6月12日","14.865","15.320","15.320","14.790","0.06K","-3.98%"
"2009年6月11日","15.481","15.010","15.500","15.010","0.00K","1.76%"
"2009年6月10日","15.213","15.105","15.110","15.065","0.02K","0.56%"
"2009年6月9日","15.128","15.050","15.300","15.050","0.00K","1.24%"
"2009年6月8日","14.943","15.280","15.280","14.890","0.00K","-2.82%"
"2009年6月5日","15.376","15.815","15.840","15.205","0.02K","-3.19%"
"2009年6月4日","15.883","15.385","15.440","15.385","0.21K","3.81%"
"2009年6月3日","15.300","15.725","15.725","15.500","0.00K","-4.05%"
"2009年6月2日","15.945","15.945","15.945","15.945","0.00K","1.40%"
"2009年6月1日","15.725","15.850","15.885","15.665","0.03K","0.80%"
"2009年5月29日","15.600","15.400","15.750","15.400","0.03K","2.97%"
"2009年5月28日","15.150","14.660","15.240","14.660","0.37K","2.00%"
"2009年5月27日","14.853","14.520","14.930","14.520","0.03K","1.82%"
"2009年5月26日","14.588","14.690","14.705","14.410","0.03K","-0.65%"
"2009年5月22日","14.683","14.490","14.760","14.430","0.14K","1.72%"
"2009年5月21日","14.435","14.360","14.535","14.100","0.06K","1.16%"
"2009年5月20日","14.270","14.345","14.360","14.250","0.07K","1.13%"
"2009年5月19日","14.110","14.050","14.100","14.000","0.02K","2.17%"
"2009年5月18日","13.810","13.780","13.810","13.780","0.11K","-1.29%"
"2009年5月15日","13.990","13.955","13.955","13.955","0.04K","-0.21%"
"2009年5月14日","14.020","13.805","14.035","13.735","0.02K","0.14%"
"2009年5月13日","14.000","14.285","14.285","13.905","0.12K","-1.37%"
"2009年5月12日","14.195","13.910","14.235","13.845","0.18K","2.20%"
"2009年5月11日","13.890","14.020","14.020","13.750","0.11K","-0.32%"
"2009年5月8日","13.935","13.800","14.025","13.800","0.23K","-0.55%"
"2009年5月7日","14.012","13.750","14.065","13.750","0.21K","2.34%"
"2009年5月6日","13.692","13.310","13.790","13.305","0.08K","2.16%"
"2009年5月5日","13.402","13.080","13.555","13.000","0.38K","2.36%"
"2009年5月4日","13.093","12.465","13.130","12.425","0.34K","4.91%"
"2009年5月1日","12.480","12.335","12.555","12.040","0.57K","1.42%"
"2009年4月30日","12.305","12.770","12.780","12.180","2.73K","-3.52%"
"2009年4月29日","12.754","12.445","12.810","12.380","18.69K","2.90%"
"2009年4月28日","12.395","12.395","12.395","12.395","-","-4.29%"
"2009年4月27日","12.950","12.950","12.950","12.950","-","0.27%"
"2009年4月24日","12.915","12.915","12.915","12.915","-","1.29%"
"2009年4月23日","12.750","12.755","12.805","12.755","0.02K","3.66%"
"2009年4月22日","12.300","12.150","12.150","12.150","0.00K","2.03%"
"2009年4月21日","12.055","12.035","12.035","12.035","0.00K","-0.37%"
"2009年4月20日","12.100","12.100","12.100","12.100","-","2.67%"
"2009年4月17日","11.785","11.785","11.785","11.785","0.01K","-3.80%"
"2009年4月16日","12.250","12.270","12.270","12.270","0.00K","-4.26%"
"2009年4月15日","12.795","12.905","12.915","12.830","0.00K","0.27%"
"2009年4月14日","12.760","12.695","12.695","12.680","0.01K","-0.02%"
"2009年4月13日","12.763","12.720","12.735","12.720","0.01K","3.55%"
"2009年4月9日","12.325","12.265","12.265","12.220","0.00K","-0.08%"
"2009年4月8日","12.335","12.325","12.325","12.240","0.00K","1.07%"
"2009年4月7日","12.205","12.305","12.305","12.100","0.01K","0.83%"
"2009年4月6日","12.105","12.485","12.510","12.100","0.17K","-4.87%"
"2009年4月3日","12.725","13.030","13.030","12.720","0.02K","-2.23%"
"2009年4月2日","13.015","12.925","12.925","12.650","0.10K","0.39%"
"2009年4月1日","12.965","12.830","13.105","12.830","0.01K","-0.08%"
"2009年3月31日","12.975","13.035","13.075","12.685","0.02K","-0.37%"
"2009年3月30日","13.023","13.340","13.345","12.985","0.12K","-1.72%"
"2009年3月27日","13.251","13.500","13.500","13.170","0.17K","-2.62%"
"2009年3月26日","13.607","13.510","13.750","13.505","0.09K","1.36%"
"2009年3月25日","13.424","13.360","13.500","13.145","0.02K","0.60%"
"2009年3月24日","13.344","13.540","13.565","13.300","0.02K","-3.74%"
"2009年3月23日","13.862","13.750","13.850","13.695","0.04K","0.25%"
"2009年3月20日","13.827","13.600","13.795","13.515","0.27K","2.42%"
"2009年3月19日","13.500","13.400","13.600","13.400","0.67K","12.97%"
"2009年3月18日","11.950","12.665","12.800","11.940","0.17K","-5.79%"
"2009年3月17日","12.685","12.900","12.910","12.680","0.05K","-1.70%"
"2009年3月16日","12.905","13.000","13.110","12.865","0.05K","-2.46%"
"2009年3月13日","13.230","12.980","13.295","12.960","0.10K","2.10%"
"2009年3月12日","12.958","12.965","13.085","12.900","0.03K","1.12%"
"2009年3月11日","12.815","12.625","12.850","12.600","0.16K","2.03%"
"2009年3月10日","12.560","12.830","12.830","12.500","0.06K","-3.01%"
"2009年3月9日","12.950","13.295","13.385","12.820","0.66K","-2.80%"
"2009年3月6日","13.323","13.235","13.500","13.220","0.60K","1.66%"
"2009年3月5日","13.105","13.035","13.270","12.940","0.21K","1.59%"
"2009年3月4日","12.900","12.710","13.050","12.710","0.31K","1.61%"
"2009年3月3日","12.695","12.800","12.860","12.455","0.57K","-2.72%"
"2009年3月2日","13.050","13.090","13.340","12.690","1.59K","-0.27%"
"2009年2月27日","13.085","13.100","13.335","12.795","2.15K","1.04%"
"2009年2月26日","12.950","13.675","13.720","12.915","25.04K","-6.65%"
"2009年2月25日","13.873","13.873","13.873","13.873","-","-0.86%"
"2009年2月24日","13.993","14.365","14.365","14.365","0.00K","-3.15%"
"2009年2月23日","14.448","14.448","14.448","14.448","0.05K","-0.28%"
"2009年2月20日","14.488","14.488","14.488","14.488","-","3.98%"
"2009年2月19日","13.933","14.305","14.305","13.885","0.06K","-2.48%"
"2009年2月18日","14.288","14.035","14.200","14.035","0.04K","2.00%"
"2009年2月17日","14.008","13.850","14.150","13.850","0.03K","2.85%"
"2009年2月13日","13.620","13.330","13.530","13.330","0.03K","0.85%"
"2009年2月12日","13.505","13.430","13.430","13.345","0.02K","-0.07%"
"2009年2月11日","13.515","13.325","13.515","13.225","0.04K","2.97%"
"2009年2月10日","13.125","13.110","13.150","13.050","0.08K","2.34%"
"2009年2月9日","12.825","13.005","13.005","12.880","0.01K","-2.51%"
"2009年2月6日","13.155","12.875","13.105","12.875","0.00K","3.22%"
"2009年2月5日","12.745","12.740","12.755","12.700","0.07K","2.25%"
"2009年2月4日","12.465","12.510","12.510","12.465","0.01K","1.38%"
"2009年2月3日","12.295","12.270","12.275","12.270","0.07K","-0.93%"
"2009年2月2日","12.410","12.500","12.500","12.500","0.00K","-1.19%"
"2009年1月30日","12.560","12.475","12.590","12.475","0.03K","3.46%"
"2009年1月29日","12.140","11.890","12.145","11.890","0.01K","1.48%"
"2009年1月28日","11.963","11.963","11.963","11.963","0.50K","-1.68%"
"2009年1月27日","12.167","12.015","12.015","12.015","0.03K","0.54%"
"2009年1月26日","12.102","12.100","12.100","12.100","0.00K","1.42%"
"2009年1月23日","11.932","11.505","11.915","11.345","0.32K","5.06%"
"2009年1月22日","11.357","11.430","11.435","11.375","0.02K","0.37%"
"2009年1月21日","11.315","11.315","11.355","11.145","0.14K","1.41%"
"2009年1月20日","11.158","11.345","11.345","11.205","0.02K","-0.33%"
"2009年1月16日","11.195","11.000","11.250","11.000","0.01K","7.44%"
"2009年1月15日","10.420","10.530","10.530","10.380","0.02K","-0.31%"
"2009年1月14日","10.452","10.500","10.560","10.370","0.04K","-1.91%"
"2009年1月13日","10.655","10.710","10.710","10.710","0.04K","-0.65%"
"2009年1月12日","10.725","10.725","10.725","10.725","0.13K","-5.05%"
"2009年1月9日","11.295","11.290","11.295","11.290","0.03K","2.01%"
"2009年1月8日","11.072","11.155","11.170","11.035","0.14K","-0.07%"
"2009年1月7日","11.080","11.410","11.410","10.895","0.21K","-2.98%"
"2009年1月6日","11.420","10.880","11.485","10.880","0.04K","1.56%"
"2009年1月5日","11.245","10.920","11.235","10.890","0.03K","-1.92%"
"2009年1月2日","11.465","11.195","11.525","11.160","0.08K","1.73%"
"2008年12月31日","11.270","10.790","11.365","10.780","0.14K","2.88%"
"2008年12月30日","10.955","10.885","11.095","10.850","0.07K","1.60%"
"2008年12月29日","10.783","10.965","10.965","10.815","0.01K","2.67%"
"2008年12月26日","10.503","10.503","10.503","10.503","0.00K","1.74%"
"2008年12月24日","10.323","10.290","10.335","10.290","0.07K","0.88%"
"2008年12月23日","10.233","10.620","10.620","10.380","0.00K","-5.50%"
"2008年12月22日","10.829","10.829","10.829","10.829","-","0.09%"
"2008年12月19日","10.819","10.770","10.885","10.770","0.03K","-2.43%"
"2008年12月18日","11.089","11.330","11.335","11.330","0.13K","-2.63%"
"2008年12月17日","11.389","11.410","11.410","11.250","0.13K","6.70%"
"2008年12月16日","10.674","10.470","10.820","10.470","0.07K","0.80%"
"2008年12月15日","10.589","10.390","10.665","10.300","0.08K","3.82%"
"2008年12月12日","10.199","10.050","10.290","10.050","0.03K","-1.84%"
"2008年12月11日","10.390","10.120","10.445","10.120","0.04K","2.21%"
"2008年12月10日","10.165","9.825","10.210","9.825","0.04K","3.57%"
"2008年12月9日","9.815","9.840","9.840","9.650","0.07K","-1.26%"
"2008年12月8日","9.940","10.235","10.285","9.950","0.13K","5.73%"
"2008年12月5日","9.401","9.400","9.525","9.135","0.38K","-0.95%"
"2008年12月4日","9.491","9.480","9.590","9.335","0.35K","-0.76%"
"2008年12月3日","9.564","9.570","9.720","9.280","0.13K","-0.27%"
"2008年12月2日","9.590","9.200","9.675","9.200","0.26K","2.57%"
"2008年12月1日","9.350","10.240","10.250","9.145","1.04K","-8.20%"
"2008年11月28日","10.185","10.330","10.340","10.080","1.88K","-0.34%"
"2008年11月26日","10.220","10.260","10.455","10.150","15.54K","-0.49%"
"2008年11月25日","10.270","10.270","10.270","10.270","-","-0.82%"
"2008年11月24日","10.355","10.225","10.325","10.225","0.00K","9.23%"
"2008年11月21日","9.480","9.380","9.575","9.380","0.01K","5.04%"
"2008年11月20日","9.025","9.265","9.265","8.875","0.04K","-3.06%"
"2008年11月19日","9.310","9.350","9.350","9.310","0.00K","-2.51%"
"2008年11月18日","9.550","9.300","9.565","9.300","0.01K","2.36%"
"2008年11月17日","9.330","9.330","9.330","9.330","0.00K","-1.69%"
"2008年11月14日","9.490","9.535","9.580","9.505","0.02K","7.84%"
"2008年11月13日","8.800","9.100","9.215","8.830","0.02K","-7.17%"
"2008年11月12日","9.480","9.550","9.600","9.330","0.02K","-3.31%"
"2008年11月11日","9.805","9.625","9.760","9.625","0.01K","-4.06%"
"2008年11月10日","10.220","10.450","10.450","10.150","0.01K","2.58%"
"2008年11月7日","9.963","10.150","10.150","9.990","0.02K","-0.91%"
"2008年11月6日","10.055","10.295","10.295","10.010","0.02K","-3.83%"
"2008年11月5日","10.455","10.455","10.455","10.455","-","3.21%"
"2008年11月4日","10.130","10.130","10.130","10.130","-","3.90%"
"2008年11月3日","9.750","9.750","9.750","9.750","-","0.21%"
"2008年10月31日","9.730","9.680","9.920","9.680","0.02K","-0.56%"
"2008年10月30日","9.785","9.785","9.785","9.785","-","-0.20%"
"2008年10月29日","9.805","9.805","9.805","9.805","0.06K","11.55%"
"2008年10月28日","8.790","8.780","9.140","8.780","0.06K","-4.40%"
"2008年10月27日","9.195","9.025","9.030","9.025","0.01K","-1.08%"
"2008年10月24日","9.295","9.035","9.080","9.010","0.06K","-2.16%"
"2008年10月23日","9.500","9.215","9.605","9.215","0.20K","0.51%"
"2008年10月22日","9.452","9.835","9.845","9.430","0.04K","-5.95%"
"2008年10月21日","10.050","9.560","10.140","9.560","0.06K","3.98%"
"2008年10月20日","9.665","9.610","9.795","9.505","0.14K","3.81%"
"2008年10月17日","9.310","9.410","9.480","9.115","0.07K","-3.09%"
"2008年10月16日","9.607","10.250","10.250","9.350","0.15K","-5.28%"
"2008年10月15日","10.142","10.390","10.420","10.065","0.14K","-7.95%"
"2008年10月14日","11.018","10.925","11.035","10.795","0.04K","2.62%"
"2008年10月13日","10.737","10.450","10.450","10.450","0.01K","1.82%"
"2008年10月10日","10.545","10.500","10.500","9.570","0.03K","-10.79%"
"2008年10月9日","11.820","11.650","11.920","11.650","0.01K","0.88%"
"2008年10月8日","11.717","11.900","11.900","11.605","0.15K","3.46%"
"2008年10月7日","11.325","11.435","11.555","11.245","0.13K","0.85%"
"2008年10月6日","11.230","11.380","11.380","10.925","0.03K","-0.35%"
"2008年10月3日","11.270","10.860","11.640","10.860","0.13K","1.85%"
"2008年10月2日","11.065","11.800","11.800","11.130","0.02K","-13.01%"
"2008年10月1日","12.720","12.570","12.570","12.570","0.01K","4.00%"
"2008年9月30日","12.231","12.970","12.975","12.295","0.05K","-5.78%"
"2008年9月29日","12.981","12.975","13.215","12.835","0.07K","-3.54%"
"2008年9月26日","13.458","13.200","13.520","13.200","0.17K","1.78%"
"2008年9月25日","13.222","13.390","13.735","13.170","0.10K","-1.21%"
"2008年9月24日","13.384","13.335","13.335","13.335","0.03K","2.01%"
"2008年9月23日","13.120","13.220","13.290","13.220","0.08K","-2.09%"
"2008年9月22日","13.400","13.400","13.400","13.400","0.03K","7.85%"
"2008年9月19日","12.425","12.405","12.585","12.310","0.02K","-1.76%"
"2008年9月18日","12.648","12.800","12.830","11.940","0.13K","8.85%"
"2008年9月17日","11.620","10.730","12.095","10.730","0.27K","11.07%"
"2008年9月16日","10.462","11.045","11.045","10.465","0.05K","-5.53%"
"2008年9月15日","11.075","10.795","11.120","10.460","0.04K","3.17%"
"2008年9月12日","10.735","10.780","10.840","10.660","0.04K","2.34%"
"2008年9月11日","10.490","10.645","10.940","10.280","0.31K","-3.02%"
"2008年9月10日","10.817","11.150","11.300","10.680","0.22K","-7.07%"
"2008年9月9日","11.640","12.140","12.140","11.275","0.19K","-2.92%"
"2008年9月8日","11.990","12.410","12.675","11.930","0.21K","-2.08%"
"2008年9月5日","12.245","12.700","13.005","12.095","0.48K","-4.75%"
"2008年9月4日","12.856","12.830","13.140","12.620","0.30K","-0.03%"
"2008年9月3日","12.860","13.090","13.090","12.560","1.15K","-1.46%"
"2008年9月2日","13.050","13.770","13.770","12.475","2.01K","-4.09%"
"2008年8月29日","13.607","13.660","13.890","13.530","2.13K","0.02%"
"2008年8月28日","13.604","13.495","14.030","13.455","25.39K","1.01%"
"2008年8月27日","13.468","13.468","13.468","13.468","-","-0.77%"
"2008年8月26日","13.572","13.572","13.572","13.572","-","1.55%"
"2008年8月25日","13.365","13.365","13.365","13.365","-","-0.78%"
"2008年8月22日","13.470","13.420","13.430","13.420","0.01K","-1.81%"
"2008年8月21日","13.719","13.615","13.615","13.615","0.00K","5.30%"
"2008年8月20日","13.029","13.150","13.150","12.990","0.02K","-0.49%"
"2008年8月19日","13.093","13.155","13.155","13.155","0.00K","0.05%"
"2008年8月18日","13.087","13.087","13.087","13.087","-","2.23%"
"2008年8月15日","12.801","13.120","13.120","12.800","0.00K","-9.94%"
"2008年8月14日","14.214","14.865","14.865","14.865","0.00K","-4.11%"
"2008年8月13日","14.824","14.810","14.810","14.810","0.02K","2.50%"
"2008年8月12日","14.462","14.780","14.780","14.590","0.00K","-0.91%"
"2008年8月11日","14.595","14.630","14.640","14.620","0.02K","-4.63%"
"2008年8月8日","15.303","15.380","15.380","15.260","0.02K","-5.69%"
"2008年8月7日","16.227","16.525","16.525","16.215","0.02K","-1.49%"
"2008年8月6日","16.472","16.472","16.472","16.472","-","-0.39%"
"2008年8月5日","16.537","16.750","16.750","16.450","0.01K","-3.31%"
"2008年8月4日","17.103","17.103","17.103","17.103","0.00K","-2.16%"
"2008年8月1日","17.481","17.650","17.650","17.475","0.00K","-1.52%"
"2008年7月31日","17.750","17.525","17.735","17.505","0.01K","1.88%"
"2008年7月30日","17.422","17.120","17.585","16.830","0.11K","0.53%"
"2008年7月29日","17.330","17.375","17.375","17.375","0.06K","-0.50%"
"2008年7月28日","17.417","17.515","17.520","17.515","0.04K","0.53%"
"2008年7月25日","17.325","17.435","17.435","17.370","0.06K","0.46%"
"2008年7月24日","17.246","17.246","17.246","17.246","0.00K","-0.89%"
"2008年7月23日","17.400","17.735","17.800","17.555","0.02K","-3.04%"
"2008年7月22日","17.945","18.460","18.600","17.955","0.28K","-2.27%"
"2008年7月21日","18.362","18.235","18.455","18.235","0.25K","1.25%"
"2008年7月18日","18.135","18.500","18.610","18.180","0.08K","-2.85%"
"2008年7月17日","18.667","18.820","18.850","18.350","0.04K","-0.36%"
"2008年7月16日","18.735","18.730","19.020","18.730","0.06K","-1.09%"
"2008年7月15日","18.941","19.050","19.375","18.640","0.13K","-1.22%"
"2008年7月14日","19.175","18.805","19.225","18.695","0.10K","2.29%"
"2008年7月11日","18.745","18.500","18.790","18.500","0.07K","2.74%"
"2008年7月10日","18.245","18.250","18.250","18.180","0.07K","0.80%"
"2008年7月9日","18.100","17.800","18.140","17.800","0.12K","1.23%"
"2008年7月8日","17.880","17.805","17.910","17.520","0.54K","0.24%"
"2008年7月7日","17.838","18.120","18.150","17.550","0.33K","-2.44%"
"2008年7月3日","18.285","18.320","18.410","18.000","0.12K","-0.28%"
"2008年7月2日","18.337","18.110","18.380","17.935","0.28K","0.75%"
"2008年7月1日","18.200","17.440","18.195","17.380","0.41K","4.48%"
"2008年6月30日","17.420","17.570","17.880","17.220","1.74K","-1.14%"
"2008年6月27日","17.620","17.205","17.660","17.125","25.50K","2.90%"
"2008年6月26日","17.123","17.123","17.123","17.123","-","3.78%"
"2008年6月25日","16.499","16.499","16.499","16.499","-","-0.77%"
"2008年6月24日","16.627","16.627","16.627","16.627","-","-0.92%"
"2008年6月23日","16.782","16.782","16.782","16.782","-","-3.48%"
"2008年6月20日","17.387","17.615","17.660","17.615","0.01K","-0.40%"
"2008年6月19日","17.457","17.500","17.500","17.440","0.01K","0.76%"
"2008年6月18日","17.325","17.180","17.400","17.180","0.00K","1.56%"
"2008年6月17日","17.059","17.140","17.140","17.140","0.01K","-0.90%"
"2008年6月16日","17.214","16.840","16.890","16.840","0.01K","4.07%"
"2008年6月13日","16.540","16.465","16.575","16.465","0.00K","0.47%"
